UNIQID,NAME,0C12_S,0C179_S,0C167_S,0C0936_S,AP5204_S,AP10222_S,AP12366_S,AP13058_S,AP13223_S,AP14217_S,AP14398_S,BP185_S,BP355_S,BP7644_S,CP6667_S,CP9949_S,CP12361_S,CP13701_S,CP13774_S,XP139_S,XP10557_S,XP13296_S,XP13451_S,XP14399_S,XP14698_S,XP15443_S,XP170_S,XP6209_S,XP7297_S,XP9376_S,XP9875_S,XP10232_S,XP11567_S,XP14735_S,XP16942_S
289,36499_at,4.826807,4.689071,4.839046,4.630204,4.764792,4.685286,4.741212,4.67102,4.67348,4.578436,4.760692,4.811184,4.51979,4.814057,4.776828,4.574224,4.613628,4.722107,4.511888,4.763964,4.794566,4.65898,4.87253,4.690302,4.662718,4.693521,4.63746,4.678915,4.781054,4.563347,4.8324,4.691707,4.686559,4.691281,4.692223
290,36545_s_at,5.262095,6.185038,5.214676,4.579421,4.599721,4.509409,4.732181,5.120727,4.267042,4.693128,4.89874,4.55808,4.553153,4.863254,4.727692,4.866088,4.41472,4.213169,5.022523,5.112692,4.319269,4.386838,4.381657,5.279515,5.298546,5.160693,4.466929,4.320281,5.068924,4.707063,4.706203,4.82605,4.730045,4.986989,5.198732
291,36552_at,5.333665,6.134488,5.319932,5.340717,5.03123,5.301578,5.088108,5.224518,5.745742,5.595528,5.465681,5.005437,4.725002,5.222404,4.954164,5.156123,5.109638,4.910516,5.559511,5.84555,5.174045,5.287633,5.377361,5.96143,5.706836,5.49536,5.105222,4.95099,5.217506,5.271228,5.18362,5.369672,5.35276,5.363211,5.383369
292,36553_at,6.265613,6.627315,6.207599,5.9608,7.095238,6.908261,8.149348,8.424977,8.263529,7.201497,7.863035,6.934103,7.224215,6.520095,6.494173,7.097557,5.999395,7.132728,6.678146,7.875616,6.580967,7.951599,6.381518,7.178649,7.548191,7.094948,8.083068,6.393694,6.195951,8.339757,7.566468,8.338782,6.782382,7.135025,8.074108
293,36554_at,6.226169,6.645642,6.468942,5.821865,7.39656,6.724783,8.022381,7.764167,7.481898,5.948766,7.217525,6.683819,6.8012,6.279191,6.29818,6.887821,5.956362,6.497567,6.044514,7.130717,6.089512,7.031172,6.145443,6.092962,6.674644,6.678739,7.76169,8.128343,6.67387,7.814634,6.938186,7.801766,6.41882,6.596855,7.852886
294,36564_at,6.754553,7.45775,7.362807,7.887423,6.377235,6.354167,5.720466,5.871422,7.612874,5.441017,6.909181,6.213775,7.963057,6.53507,5.834945,5.925417,6.085385,9.106939,6.619367,5.628455,6.103384,5.588362,8.050574,6.508561,6.313515,7.22978,6.294111,6.1527,5.624427,6.105125,5.725726,5.524623,6.162859,6.589377,6.622681
295,36566_at,6.285642,6.211531,5.874506,6.007559,6.201675,6.085433,6.493698,6.796312,6.63559,6.02211,6.601552,6.03718,6.185781,6.247651,6.080401,6.187334,6.601941,5.9035,6.343622,6.508852,6.16355,5.983733,6.189374,6.827281,6.716146,6.162546,5.792164,5.697737,5.706169,6.171131,6.03666,6.375652,5.917729,6.096606,6.052105
296,36612_at,3.601296,3.655753,3.461142,3.559843,3.565283,3.530639,3.564776,3.626886,3.680527,3.614262,3.753681,3.546391,3.745702,3.670707,3.406897,3.445072,3.383481,3.511518,3.59488,3.614717,3.321413,3.461727,3.556563,3.683629,3.568987,3.430281,3.737088,3.510003,3.659906,3.797477,3.508928,3.700692,3.568771,3.516095,3.611103
297,36711_at,4.177447,5.75188,4.182125,4.080233,3.956149,4.876304,3.791923,6.149073,6.80462,4.192081,6.634219,7.448253,7.710653,4.821148,3.912482,3.70315,4.497462,9.195706,4.065907,4.391911,4.92197,7.84325,5.328372,8.108961,6.924429,7.151785,6.677113,3.501634,4.75178,8.449903,5.05476,4.572678,8.059497,6.74752,6.784598
298,36742_at,5.430223,5.343051,5.341402,5.379734,5.560059,5.365042,5.3944,5.087627,5.167233,4.849217,5.341407,5.047839,5.277245,5.500102,5.228315,5.381925,5.201893,5.292546,5.333551,5.063148,5.540104,5.080586,5.43982,5.233147,5.296675,5.106216,5.171541,5.270141,5.503693,5.268305,5.613727,5.519284,5.404044,5.032945,5.260046
299,36829_at,8.147274,7.729767,8.531874,8.304075,8.302002,9.503984,7.931083,8.542333,8.558069,7.98127,8.922004,8.510811,8.707445,8.607829,8.215586,8.257476,8.152062,8.605612,8.511301,9.166237,8.210933,8.916322,8.99415,9.499227,9.143084,9.137038,8.229564,8.368779,8.528524,8.427017,8.238488,8.36547,7.626435,9.305146,8.175393
300,36830_at,4.652515,4.90105,4.748539,4.656659,4.959979,4.811123,4.848147,4.943457,4.573473,4.837297,4.952507,5.061789,4.640691,4.526281,4.770577,4.940054,4.736669,4.640708,4.55507,5.087229,4.719693,5.098009,4.793904,5.130088,5.218653,4.781796,4.872278,4.635503,5.512968,4.855961,4.813291,4.958318,4.872235,4.626776,4.939361
301,36865_at,6.093449,6.105667,6.180571,5.88003,5.999083,5.976239,6.094141,6.14595,5.677646,6.105802,6.161356,6.136361,5.933925,6.266313,6.215323,6.165383,6.143188,6.064954,6.118853,6.11078,6.373833,6.205391,6.360064,6.231859,6.143051,6.34633,6.415639,6.169656,6.520979,6.091439,6.228958,6.18232,6.479535,6.044315,6.451841
302,36888_at,7.228684,7.187478,7.281262,7.212018,7.176577,6.823164,7.007725,6.900691,6.73596,7.210177,7.101626,7.028648,7.125574,6.903434,6.6525,6.866892,7.010229,7.008005,7.18276,7.654973,7.185353,6.865854,7.593223,7.058586,7.368027,7.423291,7.076946,7.223374,6.867543,7.432949,6.93981,6.9987,7.01987,7.098232,7.214378
303,36907_at,8.196055,7.838492,8.65705,8.389097,8.294322,7.905157,8.091619,7.662746,7.648255,7.839975,7.989193,7.799297,8.022131,8.286625,7.791073,8.224214,7.846495,8.174361,8.138962,7.78647,8.361368,7.908041,8.255533,7.743505,8.002291,8.175322,8.065462,8.091029,8.387245,7.932859,8.131266,8.08873,8.07192,7.793039,8.10195
304,36920_at,4.047127,4.232304,4.112234,3.88243,4.240814,3.988783,4.148066,4.107847,4.352429,4.741495,4.473187,4.298503,4.043713,4.252012,3.933501,3.94014,4.332641,3.924646,4.040021,4.062855,3.959925,4.011397,3.897484,3.98943,3.968308,4.020573,4.013493,3.819019,3.897112,3.803712,4.042701,4.103622,3.828079,4.265596,3.861032
305,36936_at,7.047369,7.269843,7.342893,6.984824,6.98271,6.6282,7.335697,7.75438,6.202054,6.933793,7.156644,7.139599,6.765346,6.538038,7.909804,7.229225,7.14046,6.907854,7.041466,7.969346,7.156386,6.675908,6.823589,7.76847,6.63177,6.934336,7.240023,6.830072,8.138825,7.260735,7.177165,7.158148,7.512616,7.277633,6.727814
306,36994_at,10.552002,10.501202,10.683862,10.520316,9.650366,10.883922,9.839075,10.105851,9.985563,9.382153,10.4839,10.116049,10.252046,10.327054,10.060922,10.631914,10.32781,10.920454,11.034786,9.89114,10.333141,9.821743,10.65452,10.127546,9.71063,10.536031,10.066208,8.78845,10.138862,10.55123,10.368459,10.145949,9.56657,10.448801,10.283881
307,37004_at,4.554657,4.725207,5.082681,4.691617,4.562545,4.731567,4.523639,4.448317,4.514983,4.568112,4.455689,4.469187,4.445793,5.003725,4.527977,4.699424,4.481345,4.668793,4.632764,4.552889,4.854961,4.43596,4.644912,4.458533,4.400059,4.493411,4.585889,4.626095,4.862516,4.445799,4.59254,4.628646,4.545875,4.560575,4.732448
308,37005_at,7.018664,6.998083,7.204815,7.084788,7.166535,6.787926,7.072602,7.156332,6.60018,6.981117,7.03427,7.188256,7.41519,7.091627,6.377462,6.86646,6.728301,7.045881,6.833704,6.591695,7.061788,6.623581,7.457555,6.519277,6.880268,6.825414,6.811806,6.725392,7.432697,7.593851,6.797306,6.974779,6.939423,6.716399,7.10798
309,37012_at,10.319225,9.433011,10.173895,9.973489,9.004478,9.159087,9.453682,9.427304,9.213096,9.392798,9.769325,9.290555,9.461537,9.302666,9.554114,9.9956,9.770469,9.53559,10.438026,9.284757,9.269688,9.17163,9.331722,9.258274,9.165913,9.39359,9.351086,8.246163,8.640217,9.689006,9.674814,9.775606,8.902902,9.88496,9.253591
310,37020_at,3.934761,4.106877,3.878172,3.895423,3.919602,3.874381,3.850541,3.857861,3.707128,3.956388,3.654611,3.788517,4.047639,3.913037,3.83023,3.929621,3.810858,3.847396,3.813604,3.777518,4.196875,3.963181,4.099964,3.814017,3.900746,4.071263,3.883421,3.843263,4.773633,3.701289,3.930444,4.118063,4.036359,3.959453,3.92221
311,37022_at,6.155183,6.203571,6.6459,6.213033,6.51895,6.183352,6.442834,6.000152,6.105841,6.573239,6.220263,6.29959,6.538057,6.408247,6.072149,6.359689,6.330769,6.511578,6.243045,6.180521,6.749488,6.26529,6.666704,6.045662,6.307921,6.190603,6.31034,6.42962,6.459414,6.503193,6.680456,6.396803,6.242648,6.171328,6.2919
312,37028_at,8.444425,9.244768,9.198803,8.832454,8.363155,9.289065,7.412343,8.999742,8.262241,8.154437,8.869171,8.961273,9.32216,8.635068,7.502569,7.933941,8.088985,9.853918,7.818893,8.454474,8.577368,7.628204,9.53834,8.229748,9.319747,8.889932,9.356899,7.071528,8.918543,9.240465,9.762178,7.487053,9.742338,9.375635,8.656102
313,37079_at,3.738042,3.759774,3.632673,3.676065,4.672866,4.075246,4.053977,3.899421,4.435699,3.927075,3.749405,3.559854,3.79234,3.815789,4.042615,3.874697,3.797357,4.128013,3.635808,3.785044,3.752979,3.853984,3.641871,3.80609,3.607879,3.638839,3.769445,3.686377,4.103457,3.759409,3.747452,3.89698,3.819609,3.544253,3.899382
314,37117_at,4.019212,3.985056,4.270585,4.040026,3.943466,3.925135,3.792998,3.87026,3.803584,3.865965,3.999666,3.798274,4.082025,4.021043,4.02955,4.027936,3.893196,4.07831,3.988989,3.756583,3.947637,3.97018,4.153579,4.111291,4.063944,3.945529,4.029225,3.963301,3.883486,3.895385,4.125699,3.873767,4.091674,4.044532,4.14077
315,37145_at,8.434776,9.093428,7.906484,7.709074,6.140879,6.071877,5.484046,6.824835,7.644951,7.732273,5.951615,5.549689,5.891895,5.244957,5.475837,6.23253,5.17417,6.482379,6.002395,7.509264,5.03766,5.362339,5.739291,4.892835,6.711159,5.400425,5.110566,5.458881,5.648317,5.900142,5.746195,6.185292,5.746025,6.997292,8.671122
316,37152_at,5.182178,5.176047,5.079749,5.125008,5.251073,4.977084,4.968591,4.725488,4.670501,5.052952,5.131641,4.952891,5.300241,5.239944,5.113502,5.34208,4.947645,5.187541,5.38403,4.909617,5.186033,4.974209,5.230246,4.877916,5.144109,5.082513,5.005747,5.177394,5.080448,5.043689,5.235509,5.112768,5.109588,5.426931,5.133983
317,37170_at,3.873756,3.953755,3.612593,3.77874,3.712991,3.981038,3.988752,3.976883,3.847269,4.140156,4.297074,3.976531,3.977784,3.938947,4.03185,4.01056,4.002129,3.812299,4.16543,4.333607,4.119334,3.885249,4.088314,4.361988,4.248247,4.20741,3.762392,3.825431,4.020566,4.012871,3.959352,4.097516,4.00303,4.086807,3.993029
318,37201_at,5.580718,5.968296,5.630839,5.278402,5.049432,4.981725,4.763341,4.92436,4.980741,5.444854,5.128614,4.889458,5.04419,5.156094,5.02704,5.136638,4.856047,5.265741,5.250677,5.650514,5.351049,5.101008,5.334029,5.38219,5.519397,5.947766,5.096915,4.982987,5.28751,5.026882,5.115501,5.261963,5.123571,5.801949,5.663923
319,37226_at,5.042215,4.949823,5.162854,4.776175,5.060471,5.60836,5.069838,5.259109,5.374295,4.899586,5.359836,5.143616,5.293579,5.222029,4.951281,4.977109,5.247919,5.25738,4.990777,5.157613,5.162828,5.769357,5.233756,5.520299,5.396664,5.272165,5.537306,5.008569,5.728695,5.703553,5.225765,5.089088,5.483164,5.194119,5.091302
320,37232_at,5.032667,5.242869,4.845581,4.905715,4.906475,4.986339,4.917315,5.424786,4.837,4.861803,4.578902,5.04835,4.911686,4.897032,5.352439,5.033942,5.169536,4.824872,4.899509,4.893971,5.329873,5.046458,4.941974,4.983202,4.880489,4.969923,5.00466,5.4629,5.177319,4.907086,5.209243,5.003282,5.523674,4.756928,4.928396
321,37254_at,5.398508,5.66718,5.290298,5.280698,5.311405,5.206389,5.445989,5.530488,5.829181,5.568983,5.004584,5.077793,5.283368,5.209713,5.346609,5.43897,5.198263,5.13651,5.961385,5.528815,5.204452,5.437937,5.290486,5.249135,5.686331,5.265706,5.111324,5.300845,5.394361,5.270804,5.495627,4.959977,5.642763,5.173393,5.370598
322,37278_at,8.117474,7.730011,7.951576,7.818443,7.520045,7.579817,7.490215,7.261235,6.888073,7.370094,7.525957,7.727905,7.433186,7.921327,7.50147,7.396398,7.366058,7.37804,7.980728,7.641444,7.449084,7.222167,7.685009,7.490273,7.499995,8.011133,7.689273,7.136443,7.05088,7.403341,7.511055,7.481529,7.571696,7.799516,7.423255
323,37384_at,8.23635,8.480525,8.030484,7.755342,8.14046,8.398248,8.062088,8.948472,7.972605,8.100003,8.902904,8.2186,7.498713,8.213326,8.2789,8.018846,7.452175,8.218415,9.106487,7.940957,7.547247,7.657129,8.317662,8.179477,8.584494,8.65073,8.772872,8.208744,6.836766,8.253543,7.907841,7.881381,8.686966,8.545273,8.900901
324,37408_at,5.943609,6.09204,6.265946,6.117787,7.092823,6.16386,6.701661,7.023222,6.788085,7.057948,6.606885,5.692284,6.086451,6.278705,6.508093,6.226601,6.505504,6.044127,5.883451,6.933016,6.230738,6.244338,6.285542,5.734217,7.241818,6.375969,6.134108,6.079512,6.499626,5.979066,5.987252,6.350387,6.09942,5.807848,6.243691
325,37424_at,5.639272,5.700256,5.518924,5.610184,5.846803,5.621307,5.655105,5.538876,5.431372,5.813006,5.682832,5.543245,5.675126,5.573577,5.698638,5.643225,5.560168,5.595334,5.575335,5.852159,5.908808,5.709575,5.753933,5.640924,5.773088,5.807207,5.711236,5.839578,5.865793,5.79673,5.803419,5.772905,5.76559,5.64083,5.77836
326,37425_g_at,4.288232,4.756318,4.278675,4.40362,4.272623,4.247451,4.583145,4.693465,4.392745,4.133369,4.461301,4.580516,4.493542,4.253729,4.514343,4.348203,4.5723,4.425204,4.468928,4.526355,4.572322,4.100369,4.33413,4.399183,4.551156,4.614198,4.870823,4.830507,4.587676,4.517482,4.583635,4.447719,4.638901,4.476535,4.42243
327,37433_at,3.623994,3.566489,3.582586,3.681385,3.72403,3.56452,3.632115,3.562338,3.691041,3.629012,3.536656,3.537252,3.578418,3.637085,3.657894,3.649093,3.49795,3.670107,3.625398,3.678315,3.784859,3.618841,3.659191,3.699563,3.754874,3.600064,3.569723,3.602863,3.703391,3.64953,3.43837,3.646964,3.663968,3.416934,3.624388
328,37462_i_at,7.076241,7.348081,7.446456,7.268941,7.552002,7.881664,7.290813,7.470946,7.855138,7.408659,7.210034,7.294438,7.160382,7.452869,6.933589,7.031065,7.691176,7.37424,7.382752,8.26449,8.092994,7.824011,8.00177,8.182709,8.454027,8.209845,7.364977,6.618791,7.211906,7.929411,7.365099,7.336115,7.076588,8.558788,7.90648
329,37512_at,3.330343,3.388201,3.500335,3.422229,3.538771,3.43303,3.555687,3.453009,3.485346,3.749642,3.545643,3.500401,3.75559,3.398383,3.505721,3.542449,3.336086,3.439704,3.36994,3.366741,3.494973,3.53705,3.436985,3.507227,3.426004,3.497615,3.429308,3.454367,3.627677,3.543268,3.364852,3.571457,3.632017,3.375509,3.529037
330,37547_at,3.917983,3.909411,4.076054,3.744551,3.66433,3.599675,3.608031,3.532171,3.724301,3.784296,3.770053,3.566348,3.623269,3.589122,3.563896,3.537753,3.553862,3.637496,3.624611,3.647879,3.632362,3.508019,3.722503,3.586962,3.577241,3.516376,3.613604,3.580192,3.558614,3.478614,3.571236,3.781774,3.567008,3.587451,3.551971
331,37549_g_at,4.325295,4.579461,4.49854,4.407976,4.50628,4.707628,4.504848,4.641561,4.678237,4.739317,4.602817,4.37381,4.479836,4.35985,4.425203,4.35194,4.165775,4.120457,4.399747,4.489983,4.347477,4.712922,4.28532,5.045312,4.251841,4.296303,4.460203,4.236212,4.160792,4.501779,4.270285,4.433312,4.285214,4.247296,4.594581
332,37566_at,3.939221,4.243101,4.045693,3.876247,3.862638,3.990307,3.815726,4.044739,3.90881,3.90571,3.990769,3.977119,3.738683,4.169878,4.499868,4.149029,4.081985,3.901615,4.146117,3.791845,3.96027,3.893615,3.901866,3.933049,3.866609,4.207415,3.909067,3.840859,4.223199,3.78093,4.207605,4.12667,3.960548,4.438501,4.022134
333,37577_at,4.9745,5.747971,4.475707,4.700725,4.268059,4.335381,4.020778,4.808927,4.4215,4.189319,4.19807,4.059026,4.053579,4.306904,4.433837,4.238148,4.412268,3.935658,4.620665,4.534261,4.054933,3.960576,4.289251,3.924621,4.200601,4.117279,4.181358,3.651958,4.457409,4.204671,3.941298,3.966599,4.385167,4.344224,4.003395
334,37586_at,5.299791,5.212788,5.120949,5.142907,4.760733,4.638106,4.998804,5.000157,4.914066,5.328902,5.066261,4.759316,5.044189,4.938865,4.885258,5.00202,4.943356,5.068971,5.112691,4.986043,4.996408,4.679189,5.152764,5.033681,5.115389,4.942926,4.86529,4.944315,4.772169,4.919891,4.907458,4.904047,4.851691,4.86173,4.857325
335,37590_g_at,5.53017,5.772542,5.527156,5.535138,6.081995,5.490962,6.262318,6.716941,5.858422,5.97791,5.826678,5.582548,5.574845,5.69587,5.352369,5.318538,5.039055,5.38271,5.359321,5.559212,5.37931,5.467635,5.702085,5.800926,5.917055,5.751389,5.764636,5.965301,5.618485,6.236416,5.249152,5.48228,5.71099,5.398228,6.293988
336,37652_at,7.586759,7.741851,7.550097,7.437982,7.042409,6.950412,7.346744,7.763168,8.006872,6.952247,7.497567,7.764615,6.307848,7.838993,7.264409,7.276271,7.424076,6.276133,7.711165,7.94844,6.355604,6.868526,6.893388,7.499275,7.431168,7.900281,7.670156,6.5852,6.883599,6.458986,6.859142,6.663973,6.512274,7.777801,6.796118
337,37793_r_at,4.585169,4.535874,4.702838,5.094451,4.592265,3.987946,4.376071,4.066455,4.370739,4.111646,4.642466,4.366152,4.435886,4.231935,4.023656,4.068185,4.142935,4.470714,4.467784,4.932164,4.615431,4.459823,4.375136,4.320676,4.496381,4.491108,4.464332,5.052719,3.445445,4.27586,3.992189,4.186209,3.879072,4.213951,4.456964
338,37796_at,7.467394,8.158976,7.474197,7.363157,6.407279,6.948004,6.890839,6.477096,6.407363,6.985542,6.961802,6.759913,6.76895,7.1872,6.890231,7.001505,6.767426,6.988425,7.610266,7.47813,6.927542,6.820984,7.093562,7.039121,6.922665,7.433094,6.767527,6.425977,6.69875,6.879496,7.07438,6.883859,6.71236,7.190261,7.048225
339,37802_r_at,3.354973,3.467794,3.360881,3.441787,3.499793,3.300777,3.296335,3.3787,3.322094,3.470815,3.46745,3.299893,3.352672,3.394266,3.339,3.389195,3.30087,3.341001,3.369455,3.344385,3.347594,3.338689,3.311305,3.320124,3.380765,3.450381,3.379779,3.253413,3.304781,3.368794,3.319403,3.355744,3.337051,3.336502,3.452352
340,37831_at,6.533324,6.606548,6.306134,6.086333,6.250904,6.221332,6.250408,6.579296,5.959851,6.311471,6.270322,6.432264,6.34188,6.38215,5.778066,6.204153,6.215026,6.13343,6.314686,6.322678,6.487966,6.245098,6.421793,6.390357,6.423219,6.524831,6.409648,6.086835,6.15964,6.325141,6.150995,6.035627,6.424828,6.69268,6.358102
341,37860_at,5.584842,5.925736,5.629844,5.684467,6.018404,5.585438,5.668826,5.300043,6.227856,6.297853,5.805619,5.532151,5.592211,5.640908,5.273474,5.547495,5.323753,5.371805,5.687326,6.035273,5.84817,5.906245,5.845504,6.033054,5.786731,5.80572,5.539795,5.72149,5.455577,5.749402,5.508253,5.43083,5.688752,5.549525,5.748621
342,37872_at,5.702115,5.719785,5.990922,5.748624,5.518027,5.662503,5.545156,5.556309,5.566395,5.528753,5.640453,5.490794,5.481902,5.874016,5.784521,5.91126,5.521513,5.700217,5.584685,5.51161,5.662921,5.519079,5.914053,5.310797,5.573606,5.769662,5.822833,6.655589,6.150098,5.578408,5.960908,5.834524,6.029516,5.844475,5.554448
343,37892_at,3.600271,3.613531,3.721252,3.848829,3.656605,3.766478,3.632558,3.586162,3.513729,3.582304,3.93217,3.506433,3.763938,3.743183,3.635861,3.632234,3.522114,3.812376,3.614,3.506144,3.673886,3.510484,3.661091,3.598121,3.652436,3.706453,3.609252,3.530223,3.644238,3.562051,3.531979,3.526214,3.568825,3.661364,3.567478
344,37943_at,4.052228,4.276707,4.034905,4.001533,3.999023,3.760366,4.187841,3.96124,4.339567,4.200726,4.077574,3.920879,3.984204,4.091719,3.876541,4.103825,3.824941,3.835367,4.307089,3.988721,3.87642,3.804088,4.170775,3.891964,4.073231,4.146325,3.946017,4.195684,3.820654,3.937057,3.908879,3.964354,4.189468,3.970576,4.081743
345,37950_at,4.957161,5.151689,4.935003,4.97665,5.232226,5.107254,5.302354,5.373769,4.808792,5.239099,5.277143,5.300371,4.975292,5.106648,6.120484,5.186879,5.213781,4.605249,5.571701,5.181889,5.015898,5.022668,4.972034,5.498351,5.133903,5.128182,5.101223,5.002733,5.58041,5.253455,5.133884,5.036486,5.283939,5.070788,4.961328
346,37953_s_at,4.482263,4.911285,4.631745,4.663114,4.985326,4.389524,4.276273,4.450129,4.379487,4.756643,4.503352,4.263479,4.331954,4.531574,4.365188,4.446771,4.339032,4.524987,4.434272,4.403353,4.591782,4.371329,4.724007,4.268904,4.501478,4.475247,4.395507,4.848424,4.494732,4.459294,4.299482,4.682825,4.540605,4.505456,4.385732
347,37965_at,6.525993,6.69915,6.435729,6.721937,6.105756,4.954868,5.133246,5.832032,4.440064,5.34192,6.264774,7.345955,6.339228,7.23607,6.693016,6.494257,7.168441,6.42748,6.290876,7.195327,6.24099,5.918214,5.755197,6.427748,6.266536,6.614026,7.033256,6.17209,6.988507,6.317959,6.160462,6.198565,6.315278,6.350114,5.602435
348,37966_at,5.908366,6.179302,6.042267,5.972861,5.519612,5.239015,4.95593,5.743629,4.935207,5.208708,5.650324,6.486754,6.669427,6.786202,6.244314,5.910076,6.379919,6.491717,6.002152,6.931663,5.863434,5.806194,5.549639,6.420403,6.229152,6.358711,6.034737,5.126177,6.787122,6.747631,5.996351,6.071848,5.88128,6.196799,5.812715
349,37986_at,4.518386,4.44332,4.065847,4.26967,3.736889,3.77632,3.920872,3.70123,3.906959,3.796121,3.769927,3.718784,3.960435,3.715676,3.898905,3.957902,4.112053,4.117608,4.092076,3.899589,4.21792,3.762071,3.892815,3.854585,4.159291,3.902213,3.81786,3.891073,4.777723,3.965298,3.766306,4.072148,3.714404,3.917111,3.960116
350,37996_s_at,4.613291,4.818168,4.711951,4.633482,4.372437,4.535792,4.538961,4.298283,4.420522,4.461613,4.517287,4.364608,4.509082,4.41585,4.413249,4.590122,4.413168,4.589906,4.433424,4.449813,4.658882,4.61312,4.78804,4.437864,4.602717,4.436111,4.593176,4.569232,4.52595,4.541571,4.600421,4.280344,4.49696,4.720944,4.792879
351,38037_at,5.931451,6.181084,5.350966,5.375453,5.776086,6.472102,5.178788,7.075822,7.13355,6.808034,6.361018,5.55625,7.121568,5.204146,7.850675,5.439938,5.590209,6.493692,5.22533,5.48607,5.093899,4.892732,5.634488,4.949722,5.658981,5.510396,6.190227,5.982901,5.240847,5.000967,5.288702,5.501821,6.17807,5.598244,5.015504
352,38043_at,6.875306,7.020033,6.91858,6.60791,7.140526,7.144722,7.057345,7.067112,6.761619,7.066099,7.36277,6.771192,6.645419,6.759756,6.85528,6.965329,6.847856,6.87791,7.005989,7.043951,6.674412,6.945795,6.823353,7.002866,7.074473,7.065114,6.781391,6.199683,7.259,7.174656,6.989038,6.680544,7.014396,7.301434,7.347353
353,38069_at,8.173537,7.572451,8.097425,7.653429,7.807009,8.269765,8.223186,7.997145,7.322519,8.31118,8.25134,8.165858,8.278656,8.877803,7.968817,8.700661,8.186007,7.766903,9.006261,8.289623,7.907471,8.192222,8.242225,8.872668,8.353001,8.717256,7.921666,7.609187,7.951341,8.219852,8.550147,8.256217,8.508699,8.716565,8.361948
354,38149_at,9.324752,9.795536,8.347152,8.907295,8.079812,7.641111,8.647034,8.031478,9.716885,8.687788,7.574775,7.526978,7.897517,9.158822,7.229852,8.078372,6.8047,6.993956,8.551428,6.516742,6.89035,6.807168,7.877753,7.672241,7.192427,7.963034,7.403345,8.087624,6.334735,6.264451,7.167052,7.362746,7.419155,7.38653,6.561275
355,38157_at,6.579811,6.781397,6.179487,6.171065,6.430262,6.454081,6.268986,6.59545,6.779584,6.591769,6.71603,6.59739,6.480286,6.492942,6.490544,6.244495,6.505934,6.172007,6.529133,6.602099,6.427855,6.702805,6.54751,6.958843,6.75851,6.948398,6.556065,6.327587,6.228658,6.71682,6.524726,6.503576,6.715794,7.006929,6.670973
356,38158_at,7.048992,7.461432,6.915161,6.516022,6.356506,6.258726,5.880647,6.281161,5.789655,6.178561,6.431104,6.311665,6.374557,6.525709,6.724023,6.330419,7.196232,6.476407,5.886829,7.289564,6.36009,6.031652,6.623287,6.173919,6.668691,6.873755,6.153354,5.548938,6.255495,6.226109,6.280422,6.276783,7.422867,6.469355,5.762711
357,38241_at,4.15974,5.036452,3.61398,3.796847,4.054556,3.605874,4.175498,4.421988,3.768664,3.928621,3.829999,4.133278,3.901182,3.755126,4.167837,3.740866,3.715213,3.623725,4.836742,3.92793,3.566109,3.745176,3.422935,4.458908,3.682474,3.947358,3.883507,3.687578,3.879618,3.742852,3.891869,4.079644,4.017956,4.131111,3.938237
358,38269_at,9.159163,8.091182,8.64877,8.286914,7.915212,7.80467,8.111734,8.116223,8.932746,7.880635,8.304694,8.155951,7.856907,8.356538,7.678302,7.592029,7.745423,8.391398,8.392053,7.531063,7.449542,7.535045,8.143817,8.380236,8.143605,8.398017,8.792377,8.127049,6.914117,7.434369,8.000639,7.346632,9.22742,9.12584,7.665721
359,38290_at,6.930674,7.693593,6.741067,6.825261,5.956758,5.871427,5.970352,6.087524,5.974285,5.82282,6.321413,6.247138,5.687795,6.556875,6.404978,6.485009,6.384801,5.687673,6.804411,5.853833,5.677308,5.892514,6.186947,6.257635,5.869582,6.056399,5.938239,5.760122,5.888453,5.75991,6.159987,5.949095,6.301643,6.262108,5.681233
360,38340_at,7.259819,6.867026,7.078599,7.115712,7.096278,7.079158,6.995179,7.043208,7.373842,6.80562,6.645461,6.881409,7.058445,6.988868,6.735075,6.993053,6.794505,6.994976,6.975686,6.729189,7.041025,6.961828,7.293909,6.90138,6.991037,7.547366,6.91482,6.845572,6.76329,6.954125,7.051754,6.92784,7.394583,6.664037,7.458381
361,38398_at,7.418727,7.481018,7.135848,6.944885,7.554225,7.229297,7.440473,7.589259,7.5922,7.443143,7.583633,7.615715,7.299046,7.989809,7.636317,7.545504,7.324901,7.082945,7.804965,7.556885,7.162478,7.097757,7.413925,7.767349,7.494655,7.605633,7.499601,7.130726,7.490191,7.090051,7.481511,7.77827,7.608415,7.613361,7.350332
362,38447_at,8.845781,8.560963,8.905183,8.707899,9.03424,8.652759,8.504875,8.154252,8.306307,8.557297,8.669751,8.804441,8.931285,9.031373,8.593493,8.748513,8.849083,8.859045,8.896111,8.616534,9.026808,8.61171,9.05513,8.135124,8.853166,9.314057,8.947257,8.880131,8.447815,8.708374,8.73076,8.811917,8.812725,9.072472,8.609626
363,38487_at,7.702093,7.928339,7.634451,6.938053,11.609792,8.852527,11.810603,11.436036,11.175725,10.82083,12.055734,7.560528,8.446575,7.897397,8.225153,9.314892,7.386973,10.000764,11.533776,7.171517,7.694498,8.509509,7.41912,7.239277,9.257314,7.552203,9.106498,7.39458,7.305927,7.640595,7.075656,6.904153,7.095387,7.484846,7.018603
